@relation 'Waveform ARFF file header-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1'

@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute class {0,1,2}

@data
0.93,0.32,1.47,0.57,0.54,-0.61,-1.01,-0.59,1.2,0.99,2.1,4.52,3.45,6.1,5.78,4.37,2.37,3.28,1.13,0.07,0.28,2
-0.65,-0.28,1.43,-1.78,-0.55,0.35,2.26,0.76,-0.16,2.02,3.63,1.85,4.04,2.82,5.01,4.12,4.3,3.68,1.26,0.28,0.82,2
-0.48,0.55,-1.08,-2.39,1.31,1.06,0.97,4.26,3.59,3.52,5.63,4.78,4.27,3.2,2.53,0.01,-1.47,1.46,0.45,1.28,-0.78,2
0.57,1.09,-0.54,1.35,-0.18,1.26,1.06,2.18,4.33,4.52,5.55,5.16,4.56,4.99,4.56,3.21,1.49,-0.47,1.35,1.07,-1.09,2
1.14,-0.98,-0.36,-1.21,-1.13,0.88,0.08,2.04,0.71,3.89,5.51,5.58,3.34,4.54,3.3,2.74,0.44,0.41,-0.8,-0.59,0.93,2
-1.45,0.62,-2.01,-1.37,-1.01,1.22,2.6,2.81,3.95,6.31,5.9,5.8,4.68,1.62,2.42,1.53,-0.3,-1.41,-0.16,0.08,-2.26,2
0.76,0.01,-0.39,-0.71,1.29,1.65,2.99,2.68,3.52,5.75,7.09,3.59,4.92,3.02,2.56,0.51,1.15,-2.12,0.66,-1.71,0.25,2
-2.63,-0.99,0.92,-0.63,0.43,-0.67,-1.4,-0.26,0.89,2.27,1.6,3.8,4.88,5.13,4.72,7.15,3.37,0.9,1.77,-0.22,-1.4,2
-1.9,-0.37,-0.37,1.52,0.07,2.54,1.05,1.4,0.15,1.23,3.41,3.75,4.38,4.61,5.39,1.75,2.71,3.96,0.65,-0.45,0.68,2
0.05,0.61,0.36,0.64,-0.09,0.49,-1.17,0.53,-0.44,1.14,1.98,3.03,3.14,4.69,7.32,6.35,5.53,1.59,1.61,0.57,-0.62,2
1.17,0.04,0.55,-0.56,-1.73,0.62,1.15,1.6,1.21,5.08,3.29,4.96,3.7,0.85,3.14,3.17,1.23,0.97,2.29,-0.47,-1.33,2
0.17,0.88,1.69,-0.4,-0.85,-0.8,2.44,3.11,1.85,3.29,5.48,4.52,4.46,3.69,2.13,1.11,0.7,1.98,0.44,1.09,-0.56,2
-0.19,0.17,-0.14,-2.01,0.42,0.14,0.76,1.53,2.98,2.26,3.03,3.73,2.05,3.24,4.93,3.92,3.17,0.07,-0.33,0.44,0.75,2
-0.24,-0.17,0.7,-0.09,-1.41,0.95,2.12,3.11,2.37,3.97,5.41,4.29,5.85,3.95,4.16,3.7,1.53,2.1,0.18,1.41,0.24,2
-0.36,-0.84,-1.47,-0.21,-0.86,0.64,0.4,2.54,3.74,4.36,5.15,4.17,4.22,3.67,3.6,0.67,2.51,0.15,-1.61,1.22,0.12,2
0.1,-0.28,-1.93,0.39,-1.1,0.54,0.93,0.59,0.07,3.54,2.76,4.47,2.15,6.65,5.93,4.24,2.67,2.9,2.26,0.59,-0.02,2
0.39,-0.92,-1.01,0.27,-0.69,2.08,2.23,0.85,4.65,4.83,5.82,5.4,3.31,2.15,3.54,-0.22,1.05,-0.08,-1.93,0.76,0.69,2
-0.34,1.37,0.49,-0.61,0.02,1.23,1.42,2.19,3.82,1.55,4.54,3.46,2.9,5.55,3.51,2.69,3.33,1.84,0.64,1.03,-0.78,2
1.77,0.21,-1.04,0.13,-0.19,1.13,0.16,1.83,2.84,1.93,4.26,1.75,4.38,6.4,5.65,2.35,2.02,2.12,1.59,0.77,-0.88,2
-1.18,-0.48,0.32,1.32,1.61,0.89,-0.26,1.64,2.05,2.85,2.65,4.07,5.12,3.71,5.37,4.37,3.99,0.59,2.24,-0.1,0.29,2
0.16,0.77,1.04,2.01,0.82,-0.16,-1.02,0.26,-1.19,0.8,1.45,1.81,4.28,5.7,7.01,4.83,5.29,0.77,0.91,0.99,-1.03,2
-1.69,0.5,-0.02,-2.79,1.37,0.27,0.88,2.72,1.77,2.59,3.04,3.52,3,6.69,5.43,4.54,2.88,0.58,2.36,0.68,-0.15,2
0.13,0.58,1.12,2.35,3.71,2.68,4.38,3.46,1.06,1.64,1.77,2.88,1.56,2.48,3.02,0.85,2.46,1.93,1.18,1.71,-1.61,0
0.53,1.48,2.16,4.09,2.41,3.07,5.76,3.52,5.43,3.11,1.81,0.77,-0.37,0.59,0.73,-0.8,-0.64,-1.63,-1.18,-0.29,-0.59,0
0.57,-0.22,0.34,-0.02,-0.57,0.5,1.15,1.3,1.86,0.48,1.86,1.95,3.8,3.92,4.59,2.88,2.41,1.97,1.06,0.01,-0.82,0
-1.32,1.21,1.58,3.18,2.11,4.15,3.24,3.86,1.98,2.42,1.94,1.9,0.41,2.79,2.58,0.09,-0.29,1.32,1.15,0.05,-0.74,0
0.62,-1.05,0.58,0.92,1.32,1.32,0.16,0.19,-0.27,1.52,1.46,3.25,3.77,4.86,3.82,4.06,1.23,3.87,0.93,2.4,0.36,0
-0.95,-0.14,0.81,-0.31,1.62,3.05,2.61,1.14,0.11,1.98,0.31,3.26,2.26,3.16,3.87,5.4,2.75,1.4,0.69,0.73,1.82,0
0.27,0.4,0.19,0.93,-0.77,0.76,0.07,-0.34,0.22,1.2,1.69,1.46,3.64,4.93,6.38,3.89,4.55,4.08,2.74,0.78,0.67,0
-1.57,1.07,-0.03,2.84,-1.33,1.43,-1.17,-0.62,-1.64,-0.1,0.15,1.34,5.17,3.73,6.32,3.4,3.89,2.6,0.64,1.72,-1.69,0
1.18,0.05,2.68,3.36,4.58,5.16,4.99,4.5,4.84,2.88,2.49,2.59,-0.1,0.47,-0.04,0.01,0.27,-0.17,2.21,0.56,0.95,0
1.57,-0.17,1.45,1.62,3.76,2.59,3.74,2.48,3.98,2.4,3.86,2.13,1.65,3.2,2.95,1.49,1.51,1.78,0.27,0.7,-0.73,0
-0.8,0.3,0.94,3.16,-0.17,2.55,1.92,2.88,1.95,3.23,3.34,2.21,0.81,1.97,2.35,1.66,4.34,0.46,-0.17,-0.01,1.16,0
0.81,1.21,2.72,3.13,4.82,4.67,5.7,3.74,4.18,2.43,1.95,0.91,1.06,1.72,2.83,0.31,-0.68,0.28,1.24,0.08,-0.55,0
-0.81,0.83,-0.18,3.75,3.81,2.65,3.7,2.68,3.02,3.08,1.7,2.77,1.74,0.1,2.18,1.86,0.6,1.54,-0.41,-1.82,-0.69,0
-0.86,0.66,3.17,0.14,0.36,0.33,0.58,1.88,1.89,0.89,1.29,2.18,3.56,2.85,5.01,2.56,3.36,2.94,-0.16,0.29,1.64,0
-0.47,0.46,4.5,3.1,3.39,4.79,6.43,3.7,4.09,2.03,0.87,1.78,-0.78,-1.88,-2.09,0.29,0.01,0.06,-0.76,1.5,0.5,0
-0.86,1.03,1.3,1.14,2.72,3.14,3.41,1.74,1.14,0.95,2.21,3.49,3.58,3.65,4.22,2.17,1.01,0.95,1.02,0.33,1.28,0
1.32,-1.22,-0.62,-0.46,1.5,-0.89,-0.03,-0.28,-0.09,2.06,2.84,2.76,4.65,4.43,6.73,7.86,4.96,2.4,3.17,3.35,1.41,0
-1.21,2.16,1.46,3.01,2.84,3.38,4.26,3.24,1.56,2.45,1.98,-0.18,0.14,0.5,1.34,0.55,-0.25,0.9,0.8,-0.84,1.04,0
-1.56,-0.57,0.8,2.33,1.86,-0.01,3.48,-0.26,0.92,2.16,1.52,1.87,3.08,3.28,2.26,4.48,2.45,2.48,1.14,0.92,1.59,0
1.55,0,2.34,2.7,0.57,4.43,4.46,1.76,1.76,2.22,1,1.64,2.16,0.57,1.37,1.66,4.06,2.39,2.25,-0.16,1.16,0
-0.63,-0.58,1.36,1.85,0.98,0.44,1.91,1.5,1.37,1.16,1.72,2.48,3.48,3.02,3.88,2.95,3.37,1.58,-0.74,2.03,-0.33,0
1.45,-0.52,0.23,0.23,1.42,0.63,1.97,-0.66,2.72,3.17,0.13,3.72,3.02,4.69,5.69,3.53,1.4,2.38,3.3,0.38,-0.65,0
0.49,-0.12,-0.42,0.54,1.93,2.98,3.66,4.78,1.8,2.11,3.33,2.14,2.65,0.84,3.16,2.7,2.41,1.3,0.77,0.97,0.26,0
1.45,1.89,-0.41,1.22,2.48,2.38,7.05,2.9,2.64,1.12,3.76,3.16,3,3.2,2.49,2.78,1.86,1.74,-0.13,0.81,-1.84,0
0.09,1.64,1.19,3.4,2.1,3.98,4.5,3.54,1.16,1.47,2.15,-1.69,0.75,0.54,0.96,1.41,1.11,0.91,0.95,0.66,-0.5,0
-0.55,-0.82,-0.43,0.85,1.84,0.8,0.83,1.44,0.37,2.28,1.8,2.85,3.2,4.76,3.3,4.4,4.55,1.61,0.62,-1.04,-0.7,0
-0.33,-0.15,0.19,1.54,0.7,0.7,2.34,2.24,1.27,1.08,3.15,4.7,1.08,3.45,4.53,3.35,2.24,0.54,1.11,-0.61,-1.34,0
-0.49,1.48,0.33,0.9,5.13,4.58,6.93,3.87,2.86,3.28,1.55,1.19,0.11,-0.48,-0.62,1,1.31,1.85,-0.13,1.15,-0.88,0
0.23,1.26,0.29,0.84,0.58,0.34,0.01,1.78,-0.59,0.91,2.62,2.44,3.56,4.91,5.37,4.04,2.74,3.26,3,1.23,1.23,0
1.17,0.21,2.88,3.78,3.87,1.55,5.1,1.34,2.61,1.81,2.65,-0.16,2.05,2.45,2.37,2.7,3.4,2.53,1.36,1.01,1.13,0
0.54,0.61,2.37,3.76,1.74,3.78,4.32,3.92,3.13,1.88,0.68,0.46,-0.17,2.01,1.28,1.93,2.08,-1.35,0.68,0.3,-0.62,0
0.89,0.07,-1.14,-0.27,1.33,2.41,1.76,0.98,0.86,1.91,1.27,4.27,2.72,4.12,3.98,4.4,2.37,2.25,2.6,2.77,1.44,0
0.07,1.05,1.54,2.53,2.94,3.34,4.29,4.38,5.7,0.29,1.1,1.63,0.93,1.99,1.15,1.31,1.65,1.24,-0.15,-0.66,-0.05,0
0.32,-0.61,-0.96,0.6,2.51,1.87,1.4,1.5,0.96,3.04,1.78,2.02,1.34,1.7,2.95,2.8,2.95,2.86,2.47,1.33,0.94,0
0.71,-0.13,-0.02,-0.96,0.68,-1.06,0.4,0.71,1.27,1.59,1.15,3.34,4.09,3.53,4.98,4.85,4.38,2.69,0.53,1.49,-2.34,0
-0.2,0.3,-0.59,0.68,0.77,0.76,1.54,0.45,2.63,0.93,0.16,2.21,1.65,3.93,5.39,3.02,2.48,4.06,2.19,0.68,0.85,0
-0.95,-0.28,0.51,-0.19,0.43,2.19,3.01,0.11,2.24,2.81,4.47,2.67,2.44,3.19,4.44,3.19,2.18,2.58,1.1,1.26,-0.79,0
0.68,2.87,1.84,2.08,3,4.45,4.64,4.72,4.39,2.14,2.03,0.27,0.95,0.5,-0.43,0.1,0.34,1.18,0.82,0.55,-1.32,0
0.32,2.31,0.45,-0.16,-0.09,0.29,-0.35,0.31,-0.21,3.44,3.2,3.51,1.8,5.76,6.75,3.74,4.27,1.76,1.89,0.98,1.82,0
-1.65,1.39,1,2.58,1.21,2.56,1.71,1.85,1.67,0.47,1.01,2.46,1.31,3.58,4.13,3.54,3.67,2.43,1.16,-0.02,0.84,0
1.39,0.56,1.02,2.98,3.94,3.38,4.51,4.74,2.43,2.33,0.74,4.14,2.48,1.67,1.04,1.28,0.8,0.73,-2.04,1.21,-0.08,0
0.82,0.84,1.33,2.33,1.16,4.25,5.02,2.47,3.92,3.29,3.87,2.23,-0.5,1.32,0.13,1.91,0.07,0.96,2.67,0.36,-0.97,0
1.18,0.02,2.03,0.58,0.07,2.15,2.12,0.45,1.42,1.16,0.63,2.48,4.22,4.56,5.26,4.02,2.83,2.49,0.23,1.64,-1.91,0
0.2,2.53,0.59,1.96,0.15,1.87,3.57,-0.1,1.28,1.48,3.4,3.57,4.83,3.79,3.68,3.65,2.23,0.65,0.92,1.85,2.14,0
1.13,-0.24,1.06,2.55,0.26,3.37,2.42,2.87,1.71,4.49,2,1.83,3.77,3.18,1.49,3.69,-0.74,1.64,1.49,0.89,-3.88,0
-1.18,-1.21,0.53,2.25,2.18,3.58,5.34,2.84,3.57,3.18,2.44,2.92,1.92,2.39,1.64,1.6,0.59,0.66,0.01,0.26,-0.93,0
1.22,0.42,1.41,3.67,4.84,3.78,5.12,4.24,4.64,2.26,3.28,1.28,-0.1,0.07,-0.37,0.24,0.07,1.36,-0.03,2.45,0.02,0
1.85,0.07,1.39,2.6,3.3,4.44,4.56,4.18,3.42,2.47,0.08,2.3,-0.21,0.78,-0.92,0.76,1.04,-0.41,0.87,-1.52,0.68,0
-1.14,0.14,0.61,0.43,0.41,-0.11,1.88,2.25,-0.32,0.13,2.58,3.65,1.56,4.39,4.02,3.66,1.35,3.78,0.78,-0.03,0.45,0
1.51,1.93,1.43,3.37,3.54,5.71,5.5,5.24,5.45,3.48,0.89,0.67,1.87,1.8,1.35,1.05,0.65,-0.37,0.35,-0.54,-1.21,0
-0.22,-1.1,0.21,1.71,1.68,0.44,1.02,1.43,0.59,-1.03,-0.02,1.21,2.51,4.92,6.61,2.75,3.28,3.37,3.76,0.95,0.48,0
1.64,-0.47,1.36,2.12,3.27,3.31,4.29,4.19,4.08,1.02,2.06,2.45,1.13,3.67,1.86,1.67,1.82,0.52,-0.09,-1.64,-0.96,0
0.31,1.8,0.86,2.34,1.25,4.33,4.76,3.46,3.88,1.28,3.94,2.28,0.81,2.64,1.3,-0.49,0.8,0.59,-1.25,-2.38,-0.59,0
-0.34,1.04,0.33,1.22,0.76,-0.34,0.91,1.68,1.32,1.25,1.35,4.99,2.4,3.51,4.16,2.39,1.54,2.29,2.49,-1.36,-0.84,0
-0.25,0.43,-0.1,1.8,2.19,2.42,2.21,4.1,4.22,-0.41,0.81,3.22,0.87,1.74,2.22,1.64,2.57,-0.64,1.39,-0.1,-1.58,0
1.29,0.33,1.3,1.63,2.25,0.72,2.91,3.33,1.17,2.05,1.94,3.13,1.18,3.93,2.84,5.63,1.73,3.09,-0.19,0.05,0.5,0
1.29,-0.58,1.91,1.24,2.52,1.51,1.23,0.76,1.1,1.09,2.31,2.71,3.61,2.98,3.88,4.41,3.58,1.95,1.26,1.26,0.67,0
-1.25,-0.93,1.22,-0.22,2.19,2.75,4.05,1.7,2.65,0.35,2.27,1.11,4.55,2.95,4.39,2.64,3.42,2.28,0.67,-0.47,-2.46,0
1.34,0.55,-1.21,0.86,0.12,1.73,2.52,2.24,1.03,1.44,1.99,1.82,2.08,3.06,2.97,2.68,2.17,1.63,1.4,1.06,-0.37,0
2.22,0.76,1.58,2.65,2.01,0.79,4.73,1.84,3.18,1.76,1.55,1.98,1.14,0.26,1.76,1.53,1.17,-0.11,-2.12,1.22,0.85,0
1.19,1.24,1.59,2.29,3.73,4.34,5.17,3.33,5.72,2.35,1.03,1.59,-1.23,1.82,1.19,1.18,0.81,0.88,0.79,1.39,-0.39,0
-1.72,1.04,1.77,3.57,4.21,3.52,3.44,4.13,2.21,2.71,3.78,2.24,-1.33,0.16,-0.5,-0.26,-0.49,-1.13,1.26,-0.4,1.54,0
-0.01,1.54,-1.96,0.56,-1.82,0.85,-0.19,1.17,0.43,0.45,0.77,3.43,4.82,4.44,3.92,5.65,2.48,2.19,3.07,2.63,1.07,0
1.72,0.09,-0.28,1.46,2.14,1.86,1.76,1.39,3.22,1.85,1.58,2.74,-0.25,3.02,3.28,2.83,-0.05,1.78,-0.41,-0.05,-0.12,0
-0.21,0.17,1.69,2.03,5.26,4.68,7.28,6.72,4.19,4.13,1.95,1.08,-0.3,0.65,-1.75,-0.08,-1.12,-0.35,-1.77,0.64,-0.29,0
-0.85,-0.68,-0.63,-2.32,0.05,0.04,1.98,-1.46,0.6,-0.36,2.04,1.61,4.18,3.9,7.05,5.6,2.99,4.12,3.23,1.72,-0.17,0
-0.97,0.52,1.23,2.49,3.52,5.08,4.57,3.16,3.21,2.59,1.26,0.52,0.67,1.17,0.06,0.47,-0.19,0.04,-0.19,-0.84,-2.22,0
-1.72,0.75,1.22,3.65,4.7,3.77,4.93,3.18,3.2,2.56,2.49,1.3,-0.04,0.84,0.6,0.74,1.75,-0.25,0.31,0.96,-1.24,0
-1.05,0.59,1.09,1.59,3.13,5.55,2.51,4.23,3.61,2.16,1.64,2.26,0.31,1.05,1.96,0.18,0.81,-2.15,0.48,-0.1,-0.35,0
-0.84,1.6,2.42,0.25,1.64,2.93,4.26,3.68,3.05,1.88,1.93,1.08,-0.35,0.13,3.31,2.19,0.72,-1.33,-0.49,0.76,-2.33,0
0.57,1.18,1.63,4.19,3.35,3.98,4.35,4.22,2.91,0.49,1.51,3.35,1.08,0.98,2.29,0.97,2.54,0.86,-0.59,0.05,-0.84,0
1.06,0.48,2.72,1.35,2.92,3.21,3.79,1.1,0.07,0.72,1.36,2.05,2.79,2.27,4.94,2.48,2.46,0.09,1.77,0.89,-0.59,0
-0.04,-0.25,1.34,2.37,2.9,3.4,3.97,1.35,2.61,1.13,3.1,2.23,1.12,0.57,1.7,2.41,1.4,0.74,1.84,-0.81,0.27,0
0.97,2.11,-0.09,0.95,-0.53,1.43,-0.42,0.47,2.37,-0.67,2.42,3.18,2.65,4.27,4.1,1.84,2.7,1.55,2.62,1.6,-0.33,0
-1.14,0.97,0.78,3.61,4.8,5.64,6.55,6.5,4.81,3.67,0.68,0.43,0.02,0.65,1.23,-0.21,-0.28,2.02,0.2,-0.79,-1.66,0
1.66,-0.5,2.17,1.25,5.51,4.72,6.84,5.83,3.16,3.72,2.99,0.09,-1.51,-0.58,-0.05,0.99,-0.76,-0.69,-1.2,1.37,-0.8,0
0.67,2.01,1.51,2.15,1.58,3.48,4.96,5.29,1.31,0.17,1.4,3.5,1.84,3.96,1.57,2.77,1.67,3.2,0.48,1.11,-0.84,0
0.69,-1.02,-0.43,0.9,0.99,1.05,1.05,1.33,-0.75,1.87,1.89,2.3,2.19,3.19,5.49,3.93,5.47,3.43,2.37,1.01,-2.26,0
0.31,1.74,0.16,1.97,2.13,3.33,2.47,1.42,2.8,1.19,3.41,2.16,2.62,3.14,1.51,3.85,2.66,1.36,2.01,0.33,-0.04,0
1.48,0.54,0.96,0.85,-0.67,-0.71,-1.45,-0.31,-0.16,0.2,2.38,2.35,1.97,4.78,3.53,4.35,3.05,3.31,1.13,3.32,-0.95,0
0.13,1.34,0.78,3.73,2.96,2.19,3.45,3.59,1.39,3.76,2.46,1.21,1.23,1.9,0.29,1.96,2.55,0.07,0.33,0.2,0.03,0
0.01,1.99,-0.11,-1.06,2.02,1.73,1.23,3.34,3.07,1.99,1.84,1.35,4.12,3.02,5.04,3.83,2.82,1.82,0.02,2.1,0.33,0
0.61,0.26,1.91,2.25,2.42,4.39,5.24,2.51,2.34,0.74,2.08,0.18,-1.43,0.4,0.52,0.54,1.14,0.87,1.53,0.32,-0.08,0
0.06,1.51,1.68,1.42,1.12,2.57,1.4,0.87,1.2,2.32,1.73,1.67,0.42,3.72,2.93,2.34,2.06,1.55,1.62,1.46,-0.35,0
-0.01,-0.33,2.13,2.51,2.73,3.31,3.05,3.18,0.05,1.7,0.89,1.94,3.25,0.45,2.46,3.45,3.34,2.2,0.43,1.97,-0.29,0
-0.8,0.4,-0.16,1.39,0.54,2.86,2.12,2.42,0.82,3.31,-0.34,2.87,4.23,4.84,6.34,3.76,1.52,1.71,2.5,0.57,-1.53,0
0.8,-0.43,0.57,-0.21,0.79,0.81,1.81,-0.65,0.84,1.12,2.69,2.79,3.38,5.35,5.28,3.25,5.05,2.24,2.05,0.56,0.81,0
0.29,1.66,0.33,0.97,1.72,2.57,2.61,2.01,1.19,3.02,2.56,2.37,0.93,1.4,2.72,4.01,2.11,1.81,0.51,-0.25,0.55,0
0.41,1.16,1.9,0.76,3.63,4.01,5.46,5.14,3.28,2.75,1.73,1.24,1.73,-0.51,1.12,1.35,0.1,-0.1,-0.35,0.81,-0.84,0
2,-1.64,0.56,2.12,1.52,1.69,4.81,2.99,1.85,2.46,2.55,1.47,3.2,1.34,3,0.35,2.13,1.19,0.66,-2.06,-1.06,0
2.6,1.63,0.07,0.54,0.29,2.79,2.49,1.57,-0.29,1.76,2.75,1.32,2.64,3.66,3.19,4.03,1.17,1.59,2.13,-0.04,-1.05,0
-2.49,-0.34,1.57,3.22,2.13,3.22,3.79,3.17,4.27,2.92,1.79,1.23,3.19,0.56,1.57,1.8,0.33,1.31,-0.09,0.12,0.87,0
-1.41,0.55,-0.38,2.78,2.32,1.57,3.91,4.3,2.59,4.63,2.14,0.07,1.22,2.29,3.41,1.87,0.57,1.45,-0.76,0.08,0.73,0
-0.67,0.73,0.21,1.29,0.06,-0.47,0.13,1,0.79,2.21,0.93,1.41,2.89,4.73,5.19,5.86,3.33,2.47,2.77,3.18,-0.57,0
-0.19,2.78,2.59,0.05,-0.87,2.44,2.37,-0.17,1.12,2.08,1.03,3.18,4.61,3.78,4.69,2.55,3.51,0.83,3.49,-0.24,1.07,0
-0.34,2.88,2.78,2.27,5.14,5.11,5.66,5.12,4.86,3.62,1.9,0.54,1.58,0.26,1.68,-0.38,0.22,1.6,0.8,0.49,0.68,0
0.21,-0.72,1.29,1.99,3.7,3.08,5.5,2.92,2.07,3.1,1.99,1.56,2.72,2.46,0.41,0.54,2.75,1.55,0.46,1.17,-2.21,0
0.25,0.93,2.91,3.28,1.66,1.75,2.19,2.24,2.46,2.04,1.9,1.4,2.06,2.34,2.88,4.74,1.52,2.09,0.45,1.41,1.16,0
-1.99,-0.94,1.58,1.48,1.66,2.1,2.55,1.89,0.39,1.59,1.27,2.61,-0.66,3.42,2.75,3.11,3.86,2.15,0.6,0.66,-0.59,0
-2.1,-0.47,-1.8,0.89,2.05,3.91,3.89,3.78,3,2.65,0.65,1.71,4.46,2.05,1.59,1.22,1.94,-0.14,0.03,-2.5,0.04,0
0.11,0.96,1.36,1.54,3.96,4.33,6.03,7.57,4.18,2.91,2.01,0.98,-0.01,-0.19,-0.42,-0.61,1.63,1.79,1.37,-0.44,-0.53,0
-0.32,1.17,0.9,-1.01,-0.42,0.11,0.78,0.94,2.69,1.27,3.5,1.6,2.9,3.68,4.36,2.94,3.53,2.84,1.22,1.19,-1.71,0
1.28,1.46,0.4,1.03,2.26,1.25,1.47,1.82,-0.3,0.2,2.4,1.91,3.48,4.43,6.99,4.34,2.95,2.88,0.84,1.17,-0.38,0
-0.94,-1.6,1.5,0.45,1.68,3.69,4.44,2.95,1.78,3.01,0.22,3.22,0.61,-0.14,2.9,1.99,1.37,1.7,-0.31,0.95,-1.28,0
0.97,0.72,-0.64,-0.87,0.66,0.8,-0.47,0.55,0.57,0.3,1.97,2.48,3.13,2.53,6.35,5.24,4.37,3.77,0.47,2.25,-0.3,0
-0.96,-1.81,-0.44,0.05,1.55,0.9,0.27,1.53,1.99,1.21,1.46,4.28,4.93,6.46,4.21,4.68,1.53,0.99,0.88,0.63,0.72,0
0.61,-0.04,0.6,1.45,4.46,4.33,6.63,3.05,3.63,3.04,-0.07,2.78,-0.47,1.2,0.63,2.38,0.52,-0.06,1.35,1.06,-0.92,0
-0.75,2.15,1.87,0.57,1.63,1.94,3.09,2.45,0.35,0.21,2.72,1.67,0.87,2.92,3.6,2.68,0.83,0.57,2.16,1.92,1.03,0
-0.39,-0.64,-0.57,2.12,3.11,-1.29,0.93,0.8,-0.38,1.09,2.92,2.44,3.11,3.61,4.26,4.27,2.55,2.44,0.92,1.33,2.05,0
0.1,1.22,0.2,-0.36,2.37,2.35,-0.26,1.36,-0.79,1.19,2.7,1.98,2.87,5.69,4.97,4.19,2.5,2.92,1.02,2.38,0.62,0
0.04,0.71,-1.35,-1.14,0.08,-2.32,-1.77,-0.64,-0.64,-0.27,2.22,2.61,2.47,4.52,6.5,3.03,5.32,4.7,2.1,0.06,-0.52,0
-1.9,1.48,2.08,3.02,2.17,1.3,2.47,1.78,4.1,2.26,2.46,1.86,2.53,3.75,2.27,1.87,3.95,1.2,3.76,0.11,-1.12,0
-0.25,0.51,1.11,0.94,0.7,3.8,2.88,1.67,1.99,0.82,2.09,1.28,3.73,2.43,3.04,1.91,0.15,2.17,1.06,0.02,0.54,0
0.92,1.23,4.58,3.71,3.85,5.22,6.01,3.97,4.83,2.15,1.88,-0.05,1.22,0.99,1.33,-1.04,0.16,1.23,-1.16,1.05,0.78,0
1.34,-1.59,1.1,1.97,-0.45,3.13,1.87,1.09,0.48,3.92,1.72,3,2.93,2.55,3.99,4.2,5.11,0.82,1.64,1.48,1.35,0
1.26,-1.23,-1.88,1.96,0.33,-0.54,0.64,1.07,1.15,1.35,2.4,3.96,4.02,5.87,6.16,4.86,3.64,0.38,0.72,0.99,-1.48,0
-0.56,0.62,1.81,2.52,0.39,2.98,1.6,2.01,1.2,2.55,2.3,2.58,2.35,3.9,5.62,1.13,2.74,1.88,2.08,1.58,2.27,0
-0.84,0.68,0.08,1.26,0.59,2.44,1.96,1.44,-0.8,1.89,2.43,1.81,3.98,3.61,3.8,3.64,2.14,2.78,0.81,0.04,-0.66,0
-0.34,-0.39,1.21,1.52,2.26,4,3.45,3.48,3.25,2.25,2.14,2.96,1.94,1.85,3.18,2.71,0.46,1.57,0.52,1.09,-2.04,0
1.07,0.26,0.27,-0.79,2.24,1.63,0.39,-0.71,0.92,1.02,1.39,2.51,3.76,4.28,5.89,5.37,4.91,2.54,1.91,0,-1.61,0
1.17,1.92,2.42,0.9,2.78,0.23,2.66,1.69,2.09,1.72,2.89,1.05,2.19,3.4,4.04,3.58,4.82,2.27,1.62,0.7,0.49,0
0.18,-1.31,0.59,2.25,4.42,3.84,3.48,1.81,2.81,3.08,1.63,0.48,2.17,0.99,4.25,3.85,1.16,1.18,1.79,0.53,-0.52,0
0.36,0.51,1.92,0.95,3.39,3.7,5.07,4.5,3.35,3.41,2.02,1.97,1.93,0.6,1.16,1.48,0.68,1.64,-0.23,0.08,0.46,0
2.15,2.18,0.61,-0.01,3.51,2.58,2.86,2.32,4.14,2.13,3.55,1.1,2.31,3.94,2.38,1.33,1.7,2.67,-0.24,0.17,0.28,0
1.72,-1.31,0.1,1.31,1.47,1.35,2.16,0.11,2.38,0.58,1.61,3.14,1.52,4.55,4.7,3.31,3,2.26,0.53,0.41,0.36,0
-1.43,0.27,0.54,0.89,1.38,1.05,0.69,0.79,0.47,-0.9,4.47,4.16,2.95,4.1,6.06,3.2,2.16,1.12,-1.71,1.1,-0.05,0
1.74,1.49,-0.09,2.15,1.73,2.46,5.13,3.1,0.94,4.32,2.62,2.39,0.71,1.94,1.33,1.09,0.52,1.44,0.17,0.94,-1.68,0
1.33,1.92,1.27,2.87,4.12,4.23,5.16,3.8,3.67,3.57,3.79,0.37,-0.67,1.24,1.48,-0.89,2.29,-0.29,0.87,1.28,-0.11,0
-0.33,-0.21,0.71,1.92,1.83,2.83,3.46,3.3,2.19,0.98,-0.22,2.06,1.84,2.62,3.15,0.33,-0.19,-1.29,0.87,-0.94,-0.72,0
-0.68,-0.59,0.24,2.74,1.86,1.71,4.51,4.03,2.29,2.46,2.69,2.39,0.1,1.12,1.18,1.94,1.3,1.34,0.62,-0.07,1.84,0
0.46,1.21,0.65,1.05,4.47,4.46,5.1,2.55,4.23,3.77,1.94,1.34,1.01,0.84,0.55,1.77,1.93,2.21,1.5,1.35,0.09,0
